review_text,rating,date,bank_name,source,sentiment
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen Bank,Google Play,negative
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen Bank,Google Play,positive
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen Bank,Google Play,negative
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen Bank,Google Play,negative
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen Bank,Google Play,positive
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen Bank,Google Play,positive
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen Bank,Google Play,negative
"Good app, bad security",3,2025-02-06,Dashen Bank,Google Play,positive
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen Bank,Google Play,negative
Wonderful Application 😍,5,2025-02-05,Dashen Bank,Google Play,positive
I loved it,5,2025-02-05,Dashen Bank,Google Play,positive
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen Bank,Google Play,negative
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen Bank,Google Play,positive
Not good this app,1,2025-02-04,Dashen Bank,Google Play,negative
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen Bank,Google Play,negative
"It does not work functional ,",1,2025-02-02,Dashen Bank,Google Play,negative
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen Bank,Google Play,positive
Gret experience,5,2025-02-01,Dashen Bank,Google Play,negative
All good we need more,3,2025-01-31,Dashen Bank,Google Play,positive
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen Bank,Google Play,positive
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen Bank,Google Play,positive
Dashen bank super app for easy life.,5,2025-01-30,Dashen Bank,Google Play,positive
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen Bank,Google Play,positive
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen Bank,Google Play,negative
Just Wow,5,2025-01-29,Dashen Bank,Google Play,positive
mobile banking to the next level,5,2025-01-28,Dashen Bank,Google Play,positive
The first 3 star review is me,3,2025-01-25,Dashen Bank,Google Play,positive
Is not working,1,2025-01-25,Dashen Bank,Google Play,negative
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen Bank,Google Play,positive
V good ❗️,5,2025-01-24,Dashen Bank,Google Play,positive
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen Bank,Google Play,positive
I only see white page,2,2025-01-23,Dashen Bank,Google Play,negative
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen Bank,Google Play,positive
Amizing Application 😍,5,2025-01-22,Dashen Bank,Google Play,negative
Fastest and easy to use,5,2025-01-22,Dashen Bank,Google Play,positive
ስም ብቻ 😏,2,2025-01-21,Dashen Bank,Google Play,negative
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen Bank,Google Play,negative
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen Bank,Google Play,positive
Needs some improvement,5,2025-01-20,Dashen Bank,Google Play,negative
Amazing super app,5,2025-01-19,Dashen Bank,Google Play,positive
I hope it will be better than amole,5,2025-01-18,Dashen Bank,Google Play,positive
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen Bank,Google Play,negative
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Dashen Bank,Google Play,negative
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Dashen Bank,Google Play,positive
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen Bank,Google Play,positive
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen Bank,Google Play,positive
Pro max,5,2025-01-17,Dashen Bank,Google Play,positive
The most good app and easy,5,2025-01-16,Dashen Bank,Google Play,positive
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,Dashen Bank,Google Play,positive
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,Dashen Bank,Google Play,positive
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-16,Dashen Bank,Google Play,positive
Best app.,5,2025-01-16,Dashen Bank,Google Play,positive
Better Move to catch the competition up👍,5,2025-01-16,Dashen Bank,Google Play,positive
"Great job my home, my bank.",5,2025-01-16,Dashen Bank,Google Play,positive
Always one step ahead! What a masterpiece.,5,2025-01-16,Dashen Bank,Google Play,positive
Great App Well done Dashen Bank,5,2025-01-15,Dashen Bank,Google Play,positive
Great!,5,2025-01-15,Dashen Bank,Google Play,positive
"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-15,Dashen Bank,Google Play,positive
Always one step forward,5,2025-01-15,Dashen Bank,Google Play,positive
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Dashen Bank,Google Play,positive
Small size with vast features and functionalities.,5,2025-01-15,Dashen Bank,Google Play,positive
Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-15,Dashen Bank,Google Play,positive
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,Dashen Bank,Google Play,positive
Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen Bank,Google Play,positive
U can't create account,1,2025-01-15,Dashen Bank,Google Play,negative
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,Dashen Bank,Google Play,positive
We will see it,2,2025-01-15,Dashen Bank,Google Play,positive
Always one step a head!,5,2025-01-15,Dashen Bank,Google Play,positive
"A lightweight,catchy and smooth app",5,2025-01-15,Dashen Bank,Google Play,positive
Very impressive interface with best security feature and user friendly app.,5,2025-01-15,Dashen Bank,Google Play,positive
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,Dashen Bank,Google Play,positive
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,2025-01-15,Dashen Bank,Google Play,positive
This is My Bank!,5,2025-01-15,Dashen Bank,Google Play,positive
"Truly, db => AlwaysOneStepAhead !!",5,2025-01-14,Dashen Bank,Google Play,negative
ALWAYS ONE STEP AHEAD,5,2025-01-14,Dashen Bank,Google Play,positive
Well developed,5,2025-01-14,Dashen Bank,Google Play,positive
oh nice!!! i wish it's very nice app,5,2025-01-14,Dashen Bank,Google Play,positive
Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14,Dashen Bank,Google Play,positive
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,Dashen Bank,Google Play,positive
Wow Dashen Super App 🚀🚀,5,2025-01-14,Dashen Bank,Google Play,positive
